# timestamp[secs] tx ty tz qx qy qz qw
7.229116215457257 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
7.272457215457257 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
7.315807965457257 0.0005850791931152344 -0.0017748824320733547 0.0005530586349777877 0.00486970879137516 0.0018688581185415387 0.010145500302314758 0.99993497133255
7.359422215457257 0.0023339877370744944 -0.004189848899841309 -0.0005776904290542006 0.012758959084749222 0.00744832307100296 0.015481372363865376 0.999770998954773
7.403708215457257 0.004085263703018427 -0.008850968442857265 -0.002517789602279663 0.029613064602017403 0.014337291941046715 0.017118120566010475 0.9993120431900024
7.448570215457257 0.006718057673424482 -0.016272567212581635 -0.006364344619214535 0.04952041432261467 0.016225367784500122 0.016682825982570648 0.9985020160675049
7.493508215457257 0.00941988080739975 -0.025228427723050117 -0.00828719325363636 0.0642264112830162 0.018054263666272163 0.015753792598843575 0.9976477026939392
7.537931965457257 0.014805303886532784 -0.03655986487865448 -0.010144928470253944 0.0675438642501831 0.0194811150431633 0.016932768747210503 0.997382402420044
7.5816522154572565 0.022954406216740608 -0.04906745254993439 -0.01182313822209835 0.06045867130160332 0.02211920917034149 0.021339066326618195 0.9976974725723267
7.625147215457257 0.031068839132785797 -0.06216935068368912 -0.013774407096207142 0.0462372787296772 0.029352493584156036 0.023907961323857307 0.9982129335403442
7.668613215457257 0.04011886194348335 -0.0771462544798851 -0.015829503536224365 0.028336139395833015 0.038173627108335495 0.024888215586543083 0.9985591769218445
7.712299965457257 0.04727315902709961 -0.09419216960668564 -0.01880592480301857 0.009550271555781364 0.048828545957803726 0.02182585932314396 0.9985230565071106
7.756138965457257 0.056704286485910416 -0.11361519992351532 -0.02095348946750164 -0.008518967777490616 0.055214833468198776 0.015560688450932503 0.9983168840408325
7.799746215457257 0.06681336462497711 -0.1378939151763916 -0.026335902512073517 -0.014827880077064037 0.061548903584480286 0.005537231452763081 0.9979785680770874
7.843630215457257 0.07280071079730988 -0.1613209992647171 -0.030425339937210083 -0.019426334649324417 0.06617118418216705 -0.009259253740310669 0.9975762367248535
7.8876832154572565 0.07870273292064667 -0.1849857121706009 -0.03408229723572731 -0.017422964796423912 0.07109648734331131 -0.022608134895563126 0.9970610737800598
7.931958965457257 0.08310143649578094 -0.20648041367530823 -0.0368732325732708 -0.009563598781824112 0.07451346516609192 -0.030366668477654457 0.9967116713523865
7.9764582154572565 0.08675788342952728 -0.22943837940692902 -0.03866652771830559 -0.003457683837041259 0.07475019246339798 -0.032697297632694244 0.9966601133346558
8.020511215457256 0.08733327686786652 -0.2511286437511444 -0.039646394550800323 0.0005427566356956959 0.07498420029878616 -0.033636655658483505 0.9966171383857727
8.064456215457257 0.08251180499792099 -0.2855772376060486 -0.04030518978834152 -0.0032189693301916122 0.07537641376256943 -0.03552144765853882 0.9965171217918396
8.108214965457258 0.07316120713949203 -0.30153751373291016 -0.0407770574092865 -0.0034428266808390617 0.07407690584659576 -0.037369195371866226 0.9965462684631348
8.151700215457257 0.06327942758798599 -0.31480613350868225 -0.041267599910497665 -0.005625671707093716 0.06805595010519028 -0.035010021179914474 0.9970512390136719
8.195328965457257 0.04939146339893341 -0.3255181908607483 -0.04278339445590973 -0.008951745927333832 0.0636778250336647 -0.028093371540308 0.9975349307060242
8.238780215457258 0.03318101167678833 -0.330875962972641 -0.04383518919348717 -0.009858925826847553 0.059962257742881775 -0.01842508651316166 0.9979819655418396
8.282276215457257 0.017970435321331024 -0.33491143584251404 -0.04535093531012535 -0.010709632188081741 0.053539060056209564 -0.0037689204327762127 0.9985012412071228
8.325884215457258 0.006107664667069912 -0.32957810163497925 -0.04723091050982475 -0.0079749571159482 0.04342827945947647 0.013814541511237621 0.9989292621612549
